"Ширина выработки, м","Высота выработки, м","Глубина выработки, м","Влияние других смежных выработок на расстоянии, м","Ширина взаимовлияющей выработки, м","Охрана целиком, его ширина, м",Коэффициент концентрации напряжений в боках (Кв),"Расстояние от влияющего пласта до горной выработки в кровле, м","Содержание песчаника в породах междупластья, %",Рекомендуемое крепление,"Сопротивление пород кровли на сжатие, МПа, Rc (на 0.5В)","Смещение пород в кровли, мм, Um"
0.18734057289175382,1.4099342003658852,-1.1729583113102897,1.2155846821673721,1.719318306635901,-1.446035788236094,-0.48247511878349403,0.41931340928801497,-0.9688508983584161,,-0.8404261698214872,-0.17169764204369195
1.6341785526150192,1.7048960860551023,1.474531708841416,-1.2002565858461829,0.9347327367026022,-0.44419030131378573,-1.781015120365439,-0.11635343591037056,0.26067691293478457,,-1.410449089844588,-0.694745915046216
1.2683114772826993,0.30874316045947425,0.995105252097523,-0.9670029461759088,-0.07165550489960447,0.04396529576230148,-1.5546641109153752,-0.9943580081399637,-1.1984718946510846,,-1.5578972151106791,0.6703560513656083
-0.3548079114643202,0.5152164804419263,0.3506137666394357,-0.5213218846630631,-1.217084227249484,1.4288251742366167,-0.6254336510677447,0.04793810719612441,-1.04596564195389,,-0.805829402999276,-1.3833277214815591
1.5510269445849465,-1.0579135765672323,1.6750693215408798,-0.6629401658914442,1.7391812324569973,0.23697450876007753,-0.589694017996682,0.21605038386323533,-1.2113961533542368,,-1.4747002282286947,1.4139062986942024
-0.9002824601415971,0.9773234346883664,-1.4591985614348713,0.09929940660248801,0.63347836174931,1.060079946291449,1.3164197457933293,-1.4452045682926704,-0.3334081787867724,,-0.6377879641485351,0.8473230205042231
-0.4811983556700307,1.1051402518203604,-1.4046505817472004,-0.512991397531982,0.7294825032179413,1.2666073142851781,-0.863697871541496,-0.7712271681999802,-1.6719305718098891,,-1.2737094876425148,-0.18947600635545192
-0.6408494430877705,0.7905142404185284,-0.4485032043260874,-1.2793962135914547,-0.9886605803068779,-0.8302087273093378,0.6731063505142005,0.3520684986211707,-1.2070880671198527,,-1.1073155138785458,-1.6637610016500994
-0.0987009587316964,-0.6842951880275573,-0.40081471507008276,-0.3380511677792763,-1.5580644538449684,0.39994337732240187,-0.5539543849256195,0.8472355680770248,1.258860493441563,,-1.6287382138418738,0.9702010438038794
-0.10867915169530493,1.6360716460609515,-1.3128809846574214,-0.8170541778164465,0.550716170828076,1.2605992453980879,0.959023415082702,-0.3180881679109035,0.6178172617652202,,-0.07188370684236407,0.07286480412479548
1.1153125185073653,0.5447126690108474,1.6855088647476384,-0.28390300142724834,1.338612228398224,0.8580586299630376,-1.6142301660338132,1.207148669487067,1.4066278512809354,,0.5640378166516153,0.9668715268126312
1.6674391958270482,0.9871554975446734,1.102698135880269,0.7699036206545272,-1.3693666585445547,1.3402061581520346,-1.2210942022521232,-0.8155476775031274,1.5307007348311952,,-0.9203282265299275,1.576801346964145
