"Ширина выработки, м","Высота выработки, м","Глубина выработки, м","Влияние других смежных выработок на расстоянии, м","Ширина взаимовлияющей выработки, м","Охрана целиком, его ширина, м",Коэффициент концентрации напряжений в боках (Кв),"Расстояние от влияющего пласта до горной выработки в кровле, м","Содержание песчаника в породах междупластья, %",Рекомендуемое крепление,"Сопротивление пород кровли на сжатие, МПа, Rc (на 0.5В)","Смещение пород в кровли, мм, Um"
0.08141762452107276,0.7898448519040903,-0.6832186233218226,0.6796785304247991,0.9948039678790743,-0.8414960883077913,-0.27464788732394374,0.2609676327957596,-0.5749103055796116,,-0.47645165136520806,-0.07496171310352243
0.9147509578544062,0.9590973201692523,0.84780049150145,-0.6521239954075777,0.5470004723665567,-0.26963883828099894,-1.0422535211267605,-0.055261080410510956,0.1312631448719535,,-0.8064862286872542,-0.37323230966262744
0.7040229885057473,0.15796897038081817,0.5705525835433934,-0.5235361653272104,-0.0273972602739727,0.009002250562640543,-0.9084507042253522,-0.5735874591180783,-0.7067920326611408,,-0.8918564444974366,0.4052231387194712
-0.23084291187739467,0.27644569816643166,0.19784908850977082,-0.2778415614236511,-0.6811525743977328,0.7994855856821348,-0.3591549295774648,0.04172775459569193,-0.6192007917852284,,-0.45642065100751167,-0.7658991375372793
0.8668582375478928,-0.6262341325811,0.9637695474551763,-0.3559127439724457,1.0061407652338217,0.11917265030543339,-0.3380281690140845,0.14097214390436452,-0.7142150191760487,,-0.843686657922976,0.8292359637102913
-0.5450191570881225,0.5416078984485189,-0.8487487258101475,0.06429391504018357,0.3750590458195561,0.5890043939556315,0.7887323943661972,-0.8397428668095186,-0.20994680192997653,,-0.3591272206987003,0.5061393374351808
-0.303639846743295,0.6149506346967558,-0.8172041311408046,-0.2732491389207809,0.4298535663675012,0.7068910084664021,-0.5,-0.4418630878538402,-0.9787207719905977,,-0.7273160844163588,-0.08509990417080879
-0.3955938697318009,0.4344146685472493,-0.264272901834043,-0.6957520091848453,-0.550779404818139,-0.48997963776658465,0.4084507042253522,0.2212698770722906,-0.711740690337746,,-0.6309765112674376,-0.9258174588247937
-0.08333333333333343,-0.41184767277856127,-0.23669508735608563,-0.17680826636050534,-0.8757675956542279,0.2121959061193868,-0.31690140845070436,0.5135897146723809,0.7045651367066683,,-0.9328723023727198,0.5762110749885809
-0.08908045977011492,0.9196050775740476,-0.7641346176640246,-0.44087256027554544,0.32782239017477577,0.7034615796806343,0.5774647887323943,-0.17435434758091797,0.33638500556723994,,-0.031477286276379954,0.06450110606589822
0.6159003831417624,0.2933709449929475,0.9698066392205513,-0.14695752009184862,0.7775153519130846,0.473689851034187,-0.943661971830986,0.7260629299650391,0.789434615860448,,0.33671157744127833,0.5743124031632588
0.9339080459770115,0.5472496473906908,0.6327725580991064,0.43398392652124024,-0.7680680207841286,0.7489015110920587,-0.7112676056338029,-0.4680275177624902,0.8606952864035631,,-0.5227137236198879,0.9221275871642618
-0.6848659003831419,-0.5811001410437233,0.6844671318282749,-0.5281285878300807,-0.8927727916863488,-0.29621691137069983,0.7042253521126761,-0.1233788203450998,-0.26487690214029447,,0.8408250864433053,0.17813482361159608
-0.24808429118773948,0.19746121297602232,-0.7466238907634074,-0.4936854190585536,0.021728861596599005,0.6653091844389667,0.2887323943661973,-0.12292770948460592,0.906965235679822,,0.023846428997257665,0.5428589340569778
-0.7768199233716475,0.9816643159379407,-0.2527044432679314,-0.2525832376578647,0.7737364194615023,0.17061408209195142,0.11267605633802827,0.9489116950490585,0.7654336261289127,,-0.1163705735066173,0.4307298243728561
0.4626436781609194,0.8462623413258108,-0.3393414512726093,0.659012629161883,0.9230042512990084,0.8354945879326973,-0.30985915492957744,-0.43193864892297285,0.41110973648397886,,-0.6562537260045308,-0.7979974385842356
0.6350574712643677,0.42877291960507735,-0.6288057779077207,-0.16303099885189443,0.11620217288615974,0.6318722537777299,0.6267605633802819,1.0188338784256232,0.34603488803662014,,0.9724573745081675,0.2823110060273874
0.04885057471264366,-0.6431593794076162,0.5855820973362517,-0.2801377726750863,0.2768068020784131,-0.5144143178651805,-0.2112676056338027,-0.04353219803766776,0.8040331560064335,,-0.33098843448193627,0.05257171516340224
